user_id,target_id
4938,0
4940,0
4955,0
4957,0
4972,0
4974,0
9939,0
39028,0
60517,0
78372,0
102090,0
372045,0
51216,1
51218,1
51221,1
3647,2
10116,2
10403,2
10751,2
14428,2
14441,2
14576,2
15114,2
95250,2
95454,2
95627,2
95810,2
96017,2
96115,2
118026,2
118207,2
118288,2
118365,2
118469,2
118602,2
200649,2
200879,2
200892,2
201407,2
201557,2
201884,2
202437,2
202625,2
282804,2
344068,2
358623,2
358901,2
359044,2
359123,2
359129,2
359405,2
359445,2
359639,2
36,3
57,4
126,4
135,4
31157,5
31274,5
31623,5
31836,5
32130,5
133577,5
133690,5
133862,5
206824,5
206832,5
211437,5
211454,5
345391,5
110,6
19044,8
4427,10
278017,10
278108,10
278124,10
278143,10
278155,10
345059,10
386430,10
133,11
154,11
44661,11
45956,11
66985,11
67216,11
67355,11
67565,11
67680,11
95464,11
297282,11
68,12
1326,12
1433,12
1444,12
1455,12
20768,12
21001,12
21118,12
21547,12
161341,12
161590,12
161723,12
161898,12
167517,12
168068,12
168087,12
169764,12
170182,12
170378,12
170731,12
260942,12
261012,12
261184,12
261450,12
262132,12
264150,12
264169,12
264605,12
264630,12
264745,12
264910,12
265190,12
76,13
85,13
94,13
116,13
1394,13
1412,13
1507,13
1513,13
1631,13
1755,13
79,14
47644,14
49818,14
49978,14
53152,14
53233,14
55277,14
55368,14
163306,14
163309,14
163312,14
163317,14
163450,14
172690,14
174132,14
181764,14
182318,14
182322,14
182545,14
193307,14
193582,14
193752,14
347691,14
347731,14
347737,14
347759,14
347763,14
347912,14
372783,14
372824,14
373196,14
373350,14
377123,14
386733,14
91,15
503,15
547,15
712,15
152929,15
152982,15
153115,15
153162,15
198157,15
198166,15
198340,15
198558,15
198675,15
198971,15
199175,15
278795,15
278828,15
278885,15
278940,15
279019,15
279071,15
279171,15
1072,16
1091,16
16253,16
21728,16
21854,16
22014,16
22029,16
22232,16
265091,16
141,17
186,17
188,17
190,17
192,17
207,17
226,17
29905,17
30173,17
30550,17
84483,17
84718,17
84811,17
85102,17
85353,17
85436,17
85732,17
85909,17
294370,17
294687,17
295043,17
295047,17
295054,17
295141,17
295144,17
295218,17
295694,17
295733,17
295939,17
295994,17
296015,17
296434,17
316633,17
316641,17
316651,17
137,18
148,18
158,18
181,18
195,18
229,18
170776,18
170967,18
170983,18
171016,18
171050,18
171094,18
175020,18
175223,18
175546,18
175634,18
175836,18
175950,18
176133,18
176143,18
176237,18
176270,18
176272,18
176528,18
176663,18
102,19
145,20
160,20
162,20
166,20
169,20
172,20
174,20
18162,20
18167,20
18654,20
18751,20
18866,20
19057,20
87912,20
90416,20
90671,20
90744,20
121872,20
152153,20
130,21
18720,21
18795,21
18836,21
18851,21
18948,21
18982,21
33675,21
33784,21
33866,21
34021,21
34285,21
203581,21
203781,21
203904,21
204063,21
204101,21
234499,21
234825,21
235282,21
235469,21
235803,21
236031,21
236193,21
326684,21
330001,21
164,22
186655,22
186667,22
186682,22
186700,22
186719,22
186737,22
203822,22
263811,22
264495,22
264847,22
264861,22
265034,22
265065,22
265071,22
265416,22
344526,22
344634,22
345090,22
345096,22
345298,22
345305,22
184,23
205,23
262,23
264,23
6768,23
7130,23
7236,23
7264,23
7699,23
174201,23
174206,23
174209,23
193515,23
194617,23
194701,23
195160,23
195534,23
195572,23
195827,23
196051,23
363153,23
363217,23
363352,23
363549,23
364023,23
364706,23
365629,23
365716,23
374001,23
374342,23
374347,23
201,24
235,24
237,24
1926,24
67372,24
67667,24
67840,24
68570,24
213,25
4885,25
115822,25
128642,25
207906,25
208483,25
208902,25
256374,25
256652,25
317814,25
324299,25
367579,25
266944,26
269511,26
275645,26
20481,27
20657,27
20663,27
21255,27
21259,27
21268,27
28371,27
46153,27
69556,27
69762,27
69906,27
152621,27
155918,27
156160,27
156440,27
156536,27
253874,27
254086,27
254252,27
255147,27
255442,27
255577,27
255632,27
255654,27
256012,27
256055,27
256311,27
256542,27
362054,27
362403,27
362552,27
362757,27
362765,27
362937,27
363074,27
84850,28
85067,28
85357,28
85464,28
85670,28
128550,28
128697,28
128882,28
129245,28
129319,28
107071,29
139699,30
139701,30
139733,31
139737,31
139790,31
111627,32
111632,32
111646,32
111652,32
111673,32
111689,32
111695,32
111701,32
126067,32
126071,32
375034,32
375037,32
375060,32
375067,32
375097,32
375103,32
375118,32
375136,32
375151,32
134272,33
329267,33
329352,33
329492,33
329572,33
329685,33
345150,33
345200,33
345263,33
345320,33
345343,33
399800,33
399836,33
399981,33
400029,33
400142,33
278,34
2207,34
2268,34
2383,34
19870,34
10534,35
11201,35
17075,35
25632,35
25639,35
25951,35
29276,35
29637,35
29944,35
30298,35
147856,35
154524,35
154567,35
154578,35
737,36
55877,36
56324,36
365,38
164622,38
164885,38
164886,38
164887,38
240518,38
240519,38
240520,38
241031,38
241032,38
241532,38
242030,38
242031,38
242787,38
242788,38
324,39
63968,39
295,40
297,40
299,40
389646,41
405359,41
406555,41
326,43
345,43
10331,43
10512,43
12206,43
22643,43
22787,43
142791,43
151955,43
166739,43
226282,43
391142,43
391372,43
391572,43
391720,43
391999,43
397696,43
397999,43
398422,43
398500,43
314,44
367,46
339,47
61512,47
8208,48
8515,48
8521,48
8524,48
8528,48
8531,48
8694,48
8719,48
9065,48
10565,48
10980,48
59121,48
89557,48
96616,48
96808,48
96814,48
96820,48
96823,48
96825,48
96827,48
96843,48
97543,48
97775,48
197397,48
197400,48
197403,48
197405,48
197407,48
197409,48
6629,49
6789,49
6883,49
7446,49
9512,49
9752,49
121229,49
141136,49
141427,49
141566,49
142837,49
142972,49
143164,49
144503,49
144885,49
8901,50
9067,50
10340,50
15417,50
16697,50
152820,50
158388,50
158487,50
158595,50
158708,50
9309,51
9717,51
9839,51
353931,52
387,54
508,54
588,54
607,54
633,54
649,54
687,54
801,54
996,54
272289,54
386,55
391,55
19455,55
19457,55
19459,55
19461,55
19463,55
192750,55
192753,55
192757,55
192759,55
192761,55
192767,55
266025,55
266845,55
266847,55
266851,55
266854,55
266859,55
266862,55
266866,55
266872,55
266876,55
267061,55
267381,55
283845,55
283849,55
283857,55
283871,55
283875,55
283881,55
2787,56
72675,56
85183,56
92188,56
882,57
204946,57
205004,57
205272,57
205425,57
205605,57
205848,57
205978,57
206228,57
206722,57
215443,57
230946,57
231121,57
231379,57
232123,57
252764,57
252792,57
252794,57
260049,57
260209,57
260500,57
260691,57
260987,57
261179,57
272227,57
272297,57
272508,57
272651,57
314701,57
314767,57
314926,57
314996,57
315223,57
315308,57
315498,57
317576,57
318666,57
318702,57
318715,57
318958,57
318964,57
319005,57
319026,57
319251,57
319366,57
319616,57
93337,58
268309,58
268435,58
268575,58
470,59
495,59
534,59
691,59
787,59
86000,59
86118,59
86196,59
86443,59
86637,59
234459,59
234827,59
234852,59
234860,59
234889,59
234892,59
234928,59
235549,59
235567,59
235752,59
235872,59
236055,59
236070,59
236189,59
307129,59
307712,59
307761,59
308037,59
308115,59
308120,59
309489,59
309765,59
309884,59
309899,59
310294,59
310788,59
5094,60
14927,60
15393,60
16279,60
16683,60
135706,60
136001,60
136018,60
136142,60
228944,60
229086,60
229097,60
347640,60
122574,61
276514,61
276741,61
360148,61
431,62
433,62
434,62
501,62
647,62
7066,62
51576,62
51585,62
51624,62
51871,62
51994,62
52108,62
88008,62
126509,62
126574,62
126696,62
130360,62
130667,62
130792,62
222420,62
222512,62
222652,62
222702,62
229118,62
237115,62
237183,62
335868,62
497,63
560,63
764,63
857,63
1020,63
2181,64
3296,64
10055,64
11506,64
254367,64
254375,64
332680,64
339151,64
391891,64
394984,64
424,65
427,65
428,65
3555,65
3854,65
6009,65
6720,65
7199,65
7206,65
7538,65
7781,65
114544,65
114673,65
116077,65
116465,65
116892,65
116979,65
117083,65
124888,65
229041,65
302559,65
302700,65
302704,65
302716,65
361370,65
361806,65
362642,65
364424,65
368002,65
378536,65
380039,65
381551,65
38698,66
305121,66
305135,66
305170,66
305176,66
305215,66
305242,66
305268,66
305274,66
469,67
214347,67
219698,67
461,69
152574,69
152578,69
152580,69
152584,69
152595,69
152597,69
152604,69
152626,69
484,70
488,70
570,70
791,70
19345,70
19354,70
19374,70
47886,70
47895,70
47942,70
59276,70
59286,70
59299,70
59537,70
68546,70
68597,70
82561,70
82576,70
82583,70
82596,70
82721,70
82725,70
82754,70
82778,70
82809,70
82846,70
82919,70
83061,70
83067,70
98692,70
111774,70
111840,70
111984,70
127179,70
127329,70
139981,70
153154,70
153165,70
174446,70
174691,70
175979,70
189864,70
190019,70
190376,70
204624,70
204628,70
204696,70
204722,70
204739,70
222232,70
222234,70
222287,70
222364,70
222619,70
236932,70
236979,70
237118,70
237190,70
237295,70
252777,70
252815,70
253246,70
297586,70
297664,70
345712,70
345759,70
346065,70
375561,70
375871,70
375979,70
527,71
611,71
843,71
932,71
1101,71
1924,72
9133,72
78589,72
79031,72
79032,72
82819,72
83063,72
83227,72
4867,73
6493,73
7429,73
8034,73
11861,73
20030,73
20212,73
30123,73
36474,73
37169,73
53363,73
243690,73
243696,73
243704,73
243716,73
243947,73
243980,73
245143,73
245523,73
279587,73
279731,73
280071,73
280363,73
280742,73
281424,73
281503,73
281548,73
281680,73
340654,73
340773,73
340983,73
341286,73
341563,73
341908,73
342434,73
342709,73
343079,73
91335,74
92283,74
98876,74
99935,74
174829,74
174989,74
175246,74
175381,74
177302,74
183981,74
184336,74
330949,74
331122,74
331168,74
331266,74
6237,75
391990,75
398234,75
55506,76
83681,76
283977,76
338645,76
352443,76
361971,76
2766,77
2770,77
5871,77
6464,77
8863,77
9032,77
24608,77
26114,77
71754,77
158010,77
161103,77
161774,77
161946,77
173333,77
513,78
558,78
568,78
581,78
583,78
624,78
640,78
645,78
723,78
770,78
32012,78
32637,78
42235,78
42355,78
42595,78
70271,78
70300,78
93198,78
93424,78
595,79
672,79
769,79
2696,79
3326,79
3576,79
82605,79
82671,79
82756,79
82997,79
83094,79
174420,79
174436,79
174501,79
174675,79
174739,79
174929,79
175094,79
293025,79
293455,79
293481,79
293704,79
293975,79
294153,79
294513,79
294543,79
294900,79
389534,79
389613,79
389639,79
389747,79
389803,79
389904,79
390186,79
390220,79
390240,79
390333,79
390413,79
744,80
954,80
955,80
45466,80
46039,80
46258,80
46808,80
46895,80
46983,80
47014,80
75529,80
149944,80
184378,80
187089,80
195347,80
211554,80
212823,80
256128,80
270936,80
18280,81
23575,81
23592,81
23597,81
23887,81
24193,81
24663,81
111870,81
111915,81
126185,81
131127,81
131156,81
131171,81
131698,81
132066,81
132315,81
189527,81
189649,81
199345,81
222389,81
225019,81
225164,81
225378,81
409528,81
1547,82
2302,82
14619,82
15374,82
15968,82
15998,82
16784,82
87380,82
87595,82
87901,82
87958,82
88229,82
88474,82
88724,82
180237,82
180472,82
180699,82
180794,82
184962,82
185163,82
185583,82
185738,82
186065,82
186497,82
186514,82
186739,82
309009,82
309064,82
309454,82
309689,82
310067,82
310284,82
310715,82
533,83
553,83
572,83
59462,83
656,84
751,84
937,84
1052,84
1075,84
1285,84
167444,84
167563,84
167657,84
167869,84
167942,84
253181,84
253289,84
254204,84
254296,84
254735,84
254851,84
601,85
613,85
91093,85
216508,85
216524,85
216543,85
216549,85
216555,85
216563,85
217380,85
307511,85
307519,85
307531,85
307547,85
307553,85
307559,85
676,86
679,86
28792,86
28830,86
29853,86
29862,86
46035,86
46868,86
51828,86
105669,86
106004,86
108697,86
109135,86
109175,86
109923,86
133896,86
134164,86
134650,86
136308,86
136534,86
236161,86
259703,86
259712,86
259880,86
260144,86
260147,86
260377,86
264899,86
280262,86
280265,86
281286,86
312031,86
312040,86
312506,86
312810,86
331534,86
331546,86
331659,86
331662,86
331665,86
332020,86
626,87
740,88
831,88
1002,88
1813,88
1956,88
2097,88
2109,88
127213,88
127419,88
127518,88
127909,88
127952,88
131321,88
131585,88
131762,88
133445,88
133517,88
135187,88
135456,88
136063,88
136587,88
136876,88
166517,88
887,89
972,89
1158,89
1279,89
1545,89
113006,89
929,90
1037,90
1264,90
2972,90
3305,90
159455,90
167937,90
168120,90
168362,90
176665,90
178436,90
178746,90
179786,90
179970,90
180746,90
227244,90
335735,90
349765,90
350049,90
350140,90
350275,90
350386,90
350620,90
806,92
875,92
1064,92
1210,92
1451,92
140018,92
140089,92
140173,92
140376,92
140458,92
222962,92
222965,92
222969,92
223136,92
223157,92
223329,92
223456,92
223675,92
223844,92
362969,92
363056,92
363130,92
363271,92
363371,92
363562,92
390349,92
390603,92
390885,92
391277,92
391770,92
1096,93
1205,93
1653,93
1785,93
2381,93
88193,93
88283,93
88484,93
89045,93
89155,93
174894,93
174993,93
175300,93
175356,93
175516,93
175652,93
308772,93
309797,93
310007,93
312590,93
312963,93
312995,93
313000,93
314697,93
314843,93
662,94
664,94
18005,94
18037,94
18047,94
18100,94
18111,94
35982,94
36030,94
36036,94
36042,94
36050,94
36616,94
36625,94
37453,94
37456,94
87789,94
87948,94
88003,94
88176,94
88178,94
88225,94
88479,94
88722,94
185760,94
186312,94
186650,94
187164,94
215540,94
216213,94
220145,94
220373,94
220377,94
220395,94
220422,94
220485,94
220495,94
220659,94
220664,94
220675,94
220687,94
220694,94
220705,94
220810,94
822,95
825,95
849,95
850,95
78786,95
78844,95
78966,95
88605,95
89005,95
27855,96
72283,96
684,97
697,97
1981,97
2049,97
2069,97
2231,97
2763,97
3042,97
3045,97
78612,97
78807,97
270290,97
14657,98
26810,98
732,99
958,99
1518,99
50974,99
50981,99
68645,99
68700,99
70323,99
70474,99
142783,99
142888,99
142892,99
142985,99
143215,99
144207,99
179315,99
226741,99
227011,99
252836,99
252844,99
253051,99
253804,99
256462,99
256920,99
257259,99
257272,99
349250,99
361903,99
361908,99
362027,99
362131,99
364168,99
364506,99
364776,99
1961,100
2053,100
2269,100
3066,100
3091,100
5752,100
6056,100
284659,100
286633,100
287448,100
287451,100
1501,101
1767,101
2024,101
2129,101
52087,101
52114,101
52264,101
116310,101
116406,101
116616,101
117171,101
117270,101
271051,101
271342,101
271612,101
283064,101
283286,101
283738,101
21181,102
35592,102
35762,102
35783,102
35788,102
36393,102
36768,102
39579,102
39978,102
145308,102
286223,102
731,103
734,103
738,103
12836,103
12965,103
13064,103
13235,103
13380,103
13545,103
14005,103
14390,103
14410,103
14445,103
14477,103
14514,103
14793,103
14974,103
15340,103
277987,103
277992,103
278022,103
278026,103
278032,103
278042,103
278044,103
278159,103
278181,103
278183,103
278852,103
278904,103
278914,103
278948,103
279032,103
279034,103
279035,103
766,104
1350,104
51273,104
147435,104
1085,105
1401,105
5522,105
7132,105
940,107
942,107
1016,107
1199,107
43953,107
44297,107
181887,107
182130,107
182292,107
182589,107
182703,107
210244,107
210626,107
300934,107
301074,107
301298,107
301533,107
301901,107
794,108
798,108
4205,108
21693,108
21696,108
22324,108
23951,108
140938,108
149398,108
151870,108
163362,108
165340,108
165369,108
165937,108
166031,108
167000,108
168947,108
170957,108
171635,108
172139,108
172412,108
356212,108
357019,108
357523,108
357919,108
357969,108
358225,108
358853,108
359182,108
371033,108
371041,108
371050,108
371058,108
371068,108
371079,108
371084,108
371433,108
371445,108
371472,108
371992,108
372266,108
372270,108
372278,108
372338,108
372541,108
372988,108
372992,108
372998,108
372999,108
373403,108
373406,108
373410,108
373469,108
373683,108
373686,108
373717,108
373879,108
373973,108
374018,108
375421,108
375423,108
375478,108
375575,108
375580,108
375583,108
375591,108
375595,108
375607,108
375609,108
375611,108
375614,108
375618,108
375620,108
375624,108
18906,109
22687,109
22791,109
23032,109
23158,109
23361,109
115000,109
199099,109
199375,109
199773,109
243613,109
243633,109
243668,109
243998,109
246082,109
246319,109
246611,109
246671,109
246688,109
246704,109
378733,109
378735,109
378744,109
378888,109
378890,109
378894,109
379304,109
379308,109
379311,109
379319,109
379374,109
379377,109
379380,109
379383,109
379398,109
379594,109
906,110
54697,110
55145,110
55853,110
56025,110
56826,110
898,111
924,111
40368,111
83124,111
83455,111
83469,111
83474,111
112257,111
112372,111
112744,111
112767,111
140931,111
141213,111
175942,111
176307,111
176360,111
176741,111
181046,111
222575,111
222582,111
222585,111
222591,111
222605,111
222608,111
241341,111
253273,111
258851,111
258907,111
258929,111
304838,111
305164,111
335940,111
335943,111
346730,111
347010,111
347018,111
365964,111
367761,111
367775,111
48568,112
88377,112
165455,112
168380,112
395370,112
844,113
960,113
1040,113
1249,113
19410,113
19466,113
224957,113
232115,113
